ROOM_CODE|ROOM_DESCRIPTION|ROOM_TYPE|ROOM_TYPEDESCRIPTION|ROOM_CHARACTERISTIC|ROOM_CHARACTERISTICDESCRIPTION|
APT.CV-KG|APARTMENT CITY VIEW KING BED|APT|APARTMENT|CV-KG|CITY VIEW KING BED|
APT.CV-LX|APARTMENT LUXURY CITY VIEW|APT|APARTMENT|CV-LX|LUXURY CITY VIEW|
APT.CV-PE|APARTMENT PREMIER CITY VIEW|APT|APARTMENT|CV-PE|PREMIER CITY VIEW|
APT.CV-PI|APARTMENT PREMIUM CITY VIEW|APT|APARTMENT|CV-PI|PREMIUM CITY VIEW|
APT.CV-SU|APARTMENT SUPERIOR CITY VIEW|APT|APARTMENT|CV-SU|SUPERIOR CITY VIEW|
APT.DB|APARTMENT WITH DOUBLE BED|APT|APARTMENT|DB|WITH DOUBLE BED|
APT.DB-1|APARTMENT WITH DOUBLE BED|APT|APARTMENT|DB-1|WITH DOUBLE BED|
APT.DB-SU|APARTMENT SUPERIOR WITH DOUBLE BED|APT|APARTMENT|DB-SU|SUPERIOR WITH DOUBLE BED|
APT.DP|APARTMENT DUPLEX|APT|APARTMENT|DP|DUPLEX|
APT.DP-1|APARTMENT DUPLEX|APT|APARTMENT|DP-1|DUPLEX|
APT.DP-2|APARTMENT DUPLEX|APT|APARTMENT|DP-2|DUPLEX|
APT.DP-3|APARTMENT DUPLEX|APT|APARTMENT|DP-3|DUPLEX|
APT.DP-4|APARTMENT DUPLEX|APT|APARTMENT|DP-4|DUPLEX|
APT.DP-SU|APARTMENT DUPLEX SUPERIOR|APT|APARTMENT|DP-SU|DUPLEX SUPERIOR|
APT.DX|APARTMENT DELUXE|APT|APARTMENT|DX|DELUXE|
APT.DX-1|APARTMENT DELUXE|APT|APARTMENT|DX-1|DELUXE|
APT.DX-10|APARTMENT DELUXE|APT|APARTMENT|DX-10|DELUXE|
APT.DX-2|APARTMENT DELUXE|APT|APARTMENT|DX-2|DELUXE|
APT.DX-3|APARTMENT DELUXE|APT|APARTMENT|DX-3|DELUXE|
APT.DX-4|APARTMENT DELUXE|APT|APARTMENT|DX-4|DELUXE|
APT.DX-5|APARTMENT DELUXE|APT|APARTMENT|DX-5|DELUXE|
APT.DX-6|APARTMENT DELUXE|APT|APARTMENT|DX-6|DELUXE|
APT.DX-7|APARTMENT DELUXE|APT|APARTMENT|DX-7|DELUXE|
APT.DX-8|APARTMENT DELUXE|APT|APARTMENT|DX-8|DELUXE|
APT.DX-9|APARTMENT DELUXE|APT|APARTMENT|DX-9|DELUXE|
APT.DX-EJ|APARTMENT DELUXE EXECUTIVE|APT|APARTMENT|DX-EJ|DELUXE EXECUTIVE|
APT.DX-GD|APARTMENT GRAND DELUXE|APT|APARTMENT|DX-GD|GRAND DELUXE|
APT.DX-GV|APARTMENT DELUXE GARDEN VIEW|APT|APARTMENT|DX-GV|DELUXE GARDEN VIEW|
APT.DX-GV-SU|APARTMENT DELUXE GARDEN VIEW SUPERIOR|APT|APARTMENT|DX-GV-SU|DELUXE GARDEN VIEW SUPERIOR|
APT.DX-HV|APARTMENT DELUXE HARBOUR VIEW|APT|APARTMENT|DX-HV|DELUXE HARBOUR VIEW|
APT.DX-KG|APARTMENT DELUXE KING BED|APT|APARTMENT|DX-KG|DELUXE KING BED|
APT.DX-LK|APARTMENT DELUXE LAKE VIEW|APT|APARTMENT|DX-LK|DELUXE LAKE VIEW|
APT.DX-LV|APARTMENT DELUXE LAND VIEW|APT|APARTMENT|DX-LV|DELUXE LAND VIEW|
APT.DX-MV|APARTMENT DELUXE MARINA VIEW|APT|APARTMENT|DX-MV|DELUXE MARINA VIEW|
APT.DX-OF|APARTMENT DELUXE OCEAN FRONT|APT|APARTMENT|DX-OF|DELUXE OCEAN FRONT|
APT.DX-OV|APARTMENT DELUXE OCEAN VIEW|APT|APARTMENT|DX-OV|DELUXE OCEAN VIEW|
APT.DX-PI|APARTMENT DELUXE PREMIUM|APT|APARTMENT|DX-PI|DELUXE PREMIUM|
APT.DX-PO|APARTMENT DELUXE PARTIAL OCEAN VIEW|APT|APARTMENT|DX-PO|DELUXE PARTIAL OCEAN VIEW|
APT.DX-PP|APARTMENT DELUXE WITH PRIVATE POOL|APT|APARTMENT|DX-PP|DELUXE WITH PRIVATE POOL|
APT.DX-QN|APARTMENT DELUXE QUEEN BED|APT|APARTMENT|DX-QN|DELUXE QUEEN BED|
APT.DX-RV|APARTMENT DELUXE RIVER VIEW|APT|APARTMENT|DX-RV|DELUXE RIVER VIEW|
APT.DX-SU|APARTMENT DELUXE SUPERIOR|APT|APARTMENT|DX-SU|DELUXE SUPERIOR|
APT.DX-TR|APARTMENT DELUXE WITH TERRACE|APT|APARTMENT|DX-TR|DELUXE WITH TERRACE|
APT.DX-VL|APARTMENT DELUXE LAGOON VIEW|APT|APARTMENT|DX-VL|DELUXE LAGOON VIEW|
APT.DX-VM|APARTMENT DELUXE SEA VIEW|APT|APARTMENT|DX-VM|DELUXE SEA VIEW|
APT.DX-VN|APARTMENT DELUXE MOUNTAIN VIEW|APT|APARTMENT|DX-VN|DELUXE MOUNTAIN VIEW|
APT.DX-VP|APARTMENT DELUXE POOL VIEW|APT|APARTMENT|DX-VP|DELUXE POOL VIEW|
APT.DX-VQ|APARTMENT DELUXE CANAL VIEW|APT|APARTMENT|DX-VQ|DELUXE CANAL VIEW|
APT.DX-WV|APARTMENT DELUXE WITH VIEWS|APT|APARTMENT|DX-WV|DELUXE WITH VIEWS|
APT.EJ|APARTMENT EXECUTIVE|APT|APARTMENT|EJ|EXECUTIVE|
APT.EJ-1|APARTMENT EXECUTIVE|APT|APARTMENT|EJ-1|EXECUTIVE|
APT.EJ-2|APARTMENT EXECUTIVE|APT|APARTMENT|EJ-2|EXECUTIVE|
APT.EJ-3|APARTMENT EXECUTIVE|APT|APARTMENT|EJ-3|EXECUTIVE|
APT.EJ-4|APARTMENT EXECUTIVE|APT|APARTMENT|EJ-4|EXECUTIVE|
APT.EJ-KG|APARTMENT EXECUTIVE KING BED|APT|APARTMENT|EJ-KG|EXECUTIVE KING BED|
APT.EJ-QN|APARTMENT EXECUTIVE QUEEN BED|APT|APARTMENT|EJ-QN|EXECUTIVE QUEEN BED|
APT.EJ-SU|APARTMENT EXECUTIVE SUPERIOR|APT|APARTMENT|EJ-SU|EXECUTIVE SUPERIOR|
APT.EJ-VM|APARTMENT EXECUTIVE SEA VIEW|APT|APARTMENT|EJ-VM|EXECUTIVE SEA VIEW|
APT.EY|APARTMENT ECONOMY|APT|APARTMENT|EY|ECONOMY|
APT.EY-1|APARTMENT ECONOMY|APT|APARTMENT|EY-1|ECONOMY|
APT.EY-PI|APARTMENT ECONOMY PREMIUM|APT|APARTMENT|EY-PI|ECONOMY PREMIUM|
APT.FA|APARTMENT FEMALE ROOM|APT|APARTMENT|FA|FEMALE ROOM|
APT.FH|APARTMENT WITH SHARED BATHROOM|APT|APARTMENT|FH|WITH SHARED BATHROOM|
APT.GD|APARTMENT GRAND|APT|APARTMENT|GD|GRAND|
APT.GD-1|APARTMENT GRAND|APT|APARTMENT|GD-1|GRAND|
APT.GD-4|APARTMENT GRAND|APT|APARTMENT|GD-4|GRAND|
APT.GD-5|APARTMENT GRAND|APT|APARTMENT|GD-5|GRAND|
APT.GD-6|APARTMENT GRAND|APT|APARTMENT|GD-6|GRAND|
APT.GD-8|APARTMENT GRAND|APT|APARTMENT|GD-8|GRAND|
APT.GD-SU|APARTMENT GRAND SUPERIOR|APT|APARTMENT|GD-SU|GRAND SUPERIOR|
APT.GR|APARTMENT GUEST ROOM|APT|APARTMENT|GR|GUEST ROOM|
APT.GR-1|APARTMENT GUEST ROOM|APT|APARTMENT|GR-1|GUEST ROOM|
APT.GR-3|APARTMENT GUEST ROOM|APT|APARTMENT|GR-3|GUEST ROOM|
APT.GV|APARTMENT GARDEN VIEW|APT|APARTMENT|GV|GARDEN VIEW|
APT.GV-1|APARTMENT GARDEN VIEW|APT|APARTMENT|GV-1|GARDEN VIEW|
APT.GV-2|APARTMENT GARDEN VIEW|APT|APARTMENT|GV-2|GARDEN VIEW|
APT.GV-3|APARTMENT GARDEN VIEW|APT|APARTMENT|GV-3|GARDEN VIEW|
APT.GV-4|APARTMENT GARDEN VIEW|APT|APARTMENT|GV-4|GARDEN VIEW|
APT.GV-5|APARTMENT GARDEN VIEW|APT|APARTMENT|GV-5|GARDEN VIEW|
APT.GV-6|APARTMENT GARDEN VIEW|APT|APARTMENT|GV-6|GARDEN VIEW|
APT.GV-KG|APARTMENT GARDEN VIEW KING BED|APT|APARTMENT|GV-KG|GARDEN VIEW KING BED|
APT.GV-SU|APARTMENT SUPERIOR GARDEN VIEW|APT|APARTMENT|GV-SU|SUPERIOR GARDEN VIEW|
APT.HM|APARTMENT HONEYMOON|APT|APARTMENT|HM|HONEYMOON|
APT.HM-1|APARTMENT HONEYMOON|APT|APARTMENT|HM-1|HONEYMOON|
APT.HV|APARTMENT HARBOUR VIEW|APT|APARTMENT|HV|HARBOUR VIEW|
APT.HV-1|APARTMENT HARBOUR VIEW|APT|APARTMENT|HV-1|HARBOUR VIEW|
APT.HV-2|APARTMENT HARBOUR VIEW|APT|APARTMENT|HV-2|HARBOUR VIEW|
APT.HV-3|APARTMENT HARBOUR VIEW|APT|APARTMENT|HV-3|HARBOUR VIEW|
APT.HV-4|APARTMENT HARBOUR VIEW|APT|APARTMENT|HV-4|HARBOUR VIEW|
APT.HV-SU|APARTMENT SUPERIOR HARBOUR VIEW|APT|APARTMENT|HV-SU|SUPERIOR HARBOUR VIEW|
APT.IN|APARTMENT INNER|APT|APARTMENT|IN|INNER|
APT.JA|APARTMENT WITH JACUZZI|APT|APARTMENT|JA|WITH JACUZZI|
APT.JA-1|APARTMENT WITH JACUZZI|APT|APARTMENT|JA-1|WITH JACUZZI|
APT.JA-2|APARTMENT WITH JACUZZI|APT|APARTMENT|JA-2|WITH JACUZZI|
APT.KG|APARTMENT KING SIZE BED|APT|APARTMENT|KG|KING SIZE BED|
APT.KG-1|APARTMENT KING SIZE BED|APT|APARTMENT|KG-1|KING SIZE BED|
APT.KG-2|APARTMENT KING SIZE BED|APT|APARTMENT|KG-2|KING SIZE BED|
APT.KG-3|APARTMENT KING SIZE BED|APT|APARTMENT|KG-3|KING SIZE BED|
APT.KG-4|APARTMENT KING SIZE BED|APT|APARTMENT|KG-4|KING SIZE BED|
APT.KG-5|APARTMENT KING SIZE BED|APT|APARTMENT|KG-5|KING SIZE BED|
APT.KG-6|APARTMENT KING SIZE BED|APT|APARTMENT|KG-6|KING SIZE BED|
APT.KG-7|APARTMENT KING SIZE BED|APT|APARTMENT|KG-7|KING SIZE BED|
APT.KG-NM|APARTMENT KING BED NON SMOKING|APT|APARTMENT|KG-NM|KING BED NON SMOKING|
APT.KG-OV|APARTMENT OCEAN VIEW KING BED|APT|APARTMENT|KG-OV|OCEAN VIEW KING BED|
APT.KG-SU|APARTMENT SUPERIOR KING BED|APT|APARTMENT|KG-SU|SUPERIOR KING BED|
APT.KG-VM|APARTMENT SEA VIEW KING BED|APT|APARTMENT|KG-VM|SEA VIEW KING BED|
APT.KT|APARTMENT WITH KITCHENETTE|APT|APARTMENT|KT|WITH KITCHENETTE|
APT.KT-1|APARTMENT WITH KITCHENETTE|APT|APARTMENT|KT-1|WITH KITCHENETTE|
APT.KT-2|APARTMENT WITH KITCHENETTE|APT|APARTMENT|KT-2|WITH KITCHENETTE|
APT.KT-3|APARTMENT WITH KITCHENETTE|APT|APARTMENT|KT-3|WITH KITCHENETTE|
APT.LK|APARTMENT LAKE VIEW|APT|APARTMENT|LK|LAKE VIEW|
APT.LK-2|APARTMENT LAKE VIEW|APT|APARTMENT|LK-2|LAKE VIEW|
APT.LK-SU|APARTMENT SUPERIOR LAKE VIEW|APT|APARTMENT|LK-SU|SUPERIOR LAKE VIEW|
APT.LV|APARTMENT LAND VIEW|APT|APARTMENT|LV|LAND VIEW|
APT.LV-1|APARTMENT LAND VIEW|APT|APARTMENT|LV-1|LAND VIEW|
APT.LX|APARTMENT LUXURY|APT|APARTMENT|LX|LUXURY|
APT.LX-1|APARTMENT LUXURY|APT|APARTMENT|LX-1|LUXURY|
APT.LX-2|APARTMENT LUXURY|APT|APARTMENT|LX-2|LUXURY|
APT.LX-3|APARTMENT LUXURY|APT|APARTMENT|LX-3|LUXURY|
APT.LX-4|APARTMENT LUXURY|APT|APARTMENT|LX-4|LUXURY|
APT.LX-OV|APARTMENT LUXURY OCEAN VIEW|APT|APARTMENT|LX-OV|LUXURY OCEAN VIEW|
APT.LX-PO|APARTMENT LUXURY PARTIAL OCEAN VIEW|APT|APARTMENT|LX-PO|LUXURY PARTIAL OCEAN VIEW|
APT.LX-VM|APARTMENT LUXURY SEA VIEW|APT|APARTMENT|LX-VM|LUXURY SEA VIEW|
APT.MQ|APARTMENT MALE ROOM|APT|APARTMENT|MQ|MALE ROOM|
APT.MV|APARTMENT MARINA VIEW|APT|APARTMENT|MV|MARINA VIEW|
APT.MV-1|APARTMENT MARINA VIEW|APT|APARTMENT|MV-1|MARINA VIEW|
APT.NC|APARTMENT NO AIR CONDITIONING|APT|APARTMENT|NC|NO AIR CONDITIONING|
APT.NM|APARTMENT NON SMOKING|APT|APARTMENT|NM|NON SMOKING|
APT.NM-QN|APARTMENT QUEEN BED NON SMOKING|APT|APARTMENT|NM-QN|QUEEN BED NON SMOKING|
APT.OF|APARTMENT OCEAN FRONT|APT|APARTMENT|OF|OCEAN FRONT|
APT.OF-1|APARTMENT OCEAN FRONT|APT|APARTMENT|OF-1|OCEAN FRONT|
APT.OF-2|APARTMENT OCEAN FRONT|APT|APARTMENT|OF-2|OCEAN FRONT|
APT.OF-3|APARTMENT OCEAN FRONT|APT|APARTMENT|OF-3|OCEAN FRONT|
APT.OF-5|APARTMENT OCEAN FRONT|APT|APARTMENT|OF-5|OCEAN FRONT|
APT.OF-SU|APARTMENT SUPERIOR OCEAN FRONT|APT|APARTMENT|OF-SU|SUPERIOR OCEAN FRONT|
APT.OM|APARTMENT COMFORT|APT|APARTMENT|OM|COMFORT|
APT.OM-1|APARTMENT COMFORT|APT|APARTMENT|OM-1|COMFORT|
APT.OM-2|APARTMENT COMFORT|APT|APARTMENT|OM-2|COMFORT|
APT.OM-VM|APARTMENT COMFORT SEA VIEW|APT|APARTMENT|OM-VM|COMFORT SEA VIEW|
APT.OV|APARTMENT OCEAN VIEW|APT|APARTMENT|OV|OCEAN VIEW|
APT.OV-1|APARTMENT OCEAN VIEW|APT|APARTMENT|OV-1|OCEAN VIEW|
APT.OV-2|APARTMENT OCEAN VIEW|APT|APARTMENT|OV-2|OCEAN VIEW|
APT.OV-3|APARTMENT OCEAN VIEW|APT|APARTMENT|OV-3|OCEAN VIEW|
APT.OV-4|APARTMENT OCEAN VIEW|APT|APARTMENT|OV-4|OCEAN VIEW|
APT.OV-5|APARTMENT OCEAN VIEW|APT|APARTMENT|OV-5|OCEAN VIEW|
APT.OV-6|APARTMENT OCEAN VIEW|APT|APARTMENT|OV-6|OCEAN VIEW|
APT.OV-7|APARTMENT OCEAN VIEW|APT|APARTMENT|OV-7|OCEAN VIEW|
APT.OV-PE|APARTMENT PREMIER OCEAN VIEW|APT|APARTMENT|OV-PE|PREMIER OCEAN VIEW|
APT.OV-PI|APARTMENT PREMIUM OCEAN VIEW|APT|APARTMENT|OV-PI|PREMIUM OCEAN VIEW|
APT.OV-QN|APARTMENT OCEAN VIEW QUEEN BED|APT|APARTMENT|OV-QN|OCEAN VIEW QUEEN BED|
APT.OV-SU|APARTMENT SUPERIOR OCEAN VIEW|APT|APARTMENT|OV-SU|SUPERIOR OCEAN VIEW|
APT.PE|APARTMENT PREMIER|APT|APARTMENT|PE|PREMIER|
APT.PE-1|APARTMENT PREMIER|APT|APARTMENT|PE-1|PREMIER|
APT.PE-2|APARTMENT PREMIER|APT|APARTMENT|PE-2|PREMIER|
APT.PE-3|APARTMENT PREMIER|APT|APARTMENT|PE-3|PREMIER|
APT.PE-RV|APARTMENT PREMIER RIVER VIEW|APT|APARTMENT|PE-RV|PREMIER RIVER VIEW|
APT.PE-VM|APARTMENT PREMIER SEA VIEW|APT|APARTMENT|PE-VM|PREMIER SEA VIEW|
APT.PI|APARTMENT PREMIUM|APT|APARTMENT|PI|PREMIUM|
APT.PI-1|APARTMENT PREMIUM|APT|APARTMENT|PI-1|PREMIUM|
APT.PI-2|APARTMENT PREMIUM|APT|APARTMENT|PI-2|PREMIUM|
APT.PI-3|APARTMENT PREMIUM|APT|APARTMENT|PI-3|PREMIUM|
APT.PI-4|APARTMENT PREMIUM|APT|APARTMENT|PI-4|PREMIUM|
APT.PI-5|APARTMENT PREMIUM|APT|APARTMENT|PI-5|PREMIUM|
APT.PI-SU|APARTMENT PREMIUM SUPERIOR|APT|APARTMENT|PI-SU|PREMIUM SUPERIOR|
APT.PI-VM|APARTMENT PREMIUM SEA VIEW|APT|APARTMENT|PI-VM|PREMIUM SEA VIEW|
APT.PO|APARTMENT PARTIAL OCEAN VIEW|APT|APARTMENT|PO|PARTIAL OCEAN VIEW|
APT.PO-1|APARTMENT PARTIAL OCEAN VIEW|APT|APARTMENT|PO-1|PARTIAL OCEAN VIEW|
APT.PO-2|APARTMENT PARTIAL OCEAN VIEW|APT|APARTMENT|PO-2|PARTIAL OCEAN VIEW|
APT.PO-3|APARTMENT PARTIAL OCEAN VIEW|APT|APARTMENT|PO-3|PARTIAL OCEAN VIEW|
APT.PO-4|APARTMENT PARTIAL OCEAN VIEW|APT|APARTMENT|PO-4|PARTIAL OCEAN VIEW|
APT.PP|APARTMENT WITH PRIVATE POOL|APT|APARTMENT|PP|WITH PRIVATE POOL|
APT.PR|APARTMENT PROMO|APT|APARTMENT|PR|PROMO|
APT.PR-1|APARTMENT PROMO|APT|APARTMENT|PR-1|PROMO|
APT.PR-2|APARTMENT PROMO|APT|APARTMENT|PR-2|PROMO|
APT.PS|APARTMENT PARTIAL SEA VIEW|APT|APARTMENT|PS|PARTIAL SEA VIEW|
APT.PS-1|APARTMENT PARTIAL SEA VIEW|APT|APARTMENT|PS-1|PARTIAL SEA VIEW|
APT.PT|APARTMENT PRESTIGE|APT|APARTMENT|PT|PRESTIGE|
APT.PT-1|APARTMENT PRESTIGE|APT|APARTMENT|PT-1|PRESTIGE|
APT.PT-2|APARTMENT PRESTIGE|APT|APARTMENT|PT-2|PRESTIGE|
APT.PV|APARTMENT PARK VIEW|APT|APARTMENT|PV|PARK VIEW|
APT.PV-1|APARTMENT PARK VIEW|APT|APARTMENT|PV-1|PARK VIEW|
APT.PV-3|APARTMENT PARK VIEW|APT|APARTMENT|PV-3|PARK VIEW|
APT.QN|APARTMENT QUEEN SIZE BED|APT|APARTMENT|QN|QUEEN SIZE BED|
APT.QN-1|APARTMENT QUEEN SIZE BED|APT|APARTMENT|QN-1|QUEEN SIZE BED|
APT.QN-SU|APARTMENT SUPERIOR QUEEN BED|APT|APARTMENT|QN-SU|SUPERIOR QUEEN BED|
APT.RE|APARTMENT RESORT VIEW|APT|APARTMENT|RE|RESORT VIEW|
APT.RE-1|APARTMENT RESORT VIEW|APT|APARTMENT|RE-1|RESORT VIEW|
APT.RO|APARTMENT RUN OF HOUSE|APT|APARTMENT|RO|RUN OF HOUSE|
APT.RO-1|APARTMENT RUN OF HOUSE|APT|APARTMENT|RO-1|RUN OF HOUSE|
APT.RO-2|APARTMENT RUN OF HOUSE|APT|APARTMENT|RO-2|RUN OF HOUSE|
APT.RV|APARTMENT RIVER VIEW|APT|APARTMENT|RV|RIVER VIEW|
APT.RV-1|APARTMENT RIVER VIEW|APT|APARTMENT|RV-1|RIVER VIEW|
APT.RV-SU|APARTMENT SUPERIOR RIVER VIEW|APT|APARTMENT|RV-SU|SUPERIOR RIVER VIEW|
APT.SD|APARTMENT SEMIDOUBLE|APT|APARTMENT|SD|SEMIDOUBLE|
APT.SF|APARTMENT SEA FRONT|APT|APARTMENT|SF|SEA FRONT|
APT.SF-1|APARTMENT SEA FRONT|APT|APARTMENT|SF-1|SEA FRONT|
APT.SF-SU|APARTMENT SUPERIOR SEA FRONT|APT|APARTMENT|SF-SU|SUPERIOR SEA FRONT|
APT.SS|APARTMENT SIDE SEA VIEW|APT|APARTMENT|SS|SIDE SEA VIEW|
APT.SS-1|APARTMENT SIDE SEA VIEW|APT|APARTMENT|SS-1|SIDE SEA VIEW|
APT.SS-2|APARTMENT SIDE SEA VIEW|APT|APARTMENT|SS-2|SIDE SEA VIEW|
APT.SS-3|APARTMENT SIDE SEA VIEW|APT|APARTMENT|SS-3|SIDE SEA VIEW|
APT.SS-SU|APARTMENT SUPERIOR SIDE SEA VIEW|APT|APARTMENT|SS-SU|SUPERIOR SIDE SEA VIEW|
APT.ST|APARTMENT STANDARD|APT|APARTMENT|ST|STANDARD|
APT.ST-1|APARTMENT STANDARD|APT|APARTMENT|ST-1|STANDARD|
APT.ST-10|APARTMENT STANDARD|APT|APARTMENT|ST-10|STANDARD|
APT.ST-11|APARTMENT STANDARD|APT|APARTMENT|ST-11|STANDARD|
APT.ST-2|APARTMENT STANDARD|APT|APARTMENT|ST-2|STANDARD|
APT.ST-3|APARTMENT STANDARD|APT|APARTMENT|ST-3|STANDARD|
APT.ST-4|APARTMENT STANDARD|APT|APARTMENT|ST-4|STANDARD|
APT.ST-5|APARTMENT STANDARD|APT|APARTMENT|ST-5|STANDARD|
APT.ST-6|APARTMENT STANDARD|APT|APARTMENT|ST-6|STANDARD|
APT.ST-7|APARTMENT STANDARD|APT|APARTMENT|ST-7|STANDARD|
APT.ST-8|APARTMENT STANDARD|APT|APARTMENT|ST-8|STANDARD|
APT.ST-9|APARTMENT STANDARD|APT|APARTMENT|ST-9|STANDARD|
APT.SU|APARTMENT SUPERIOR|APT|APARTMENT|SU|SUPERIOR|
APT.SU-1|APARTMENT SUPERIOR|APT|APARTMENT|SU-1|SUPERIOR|
APT.SU-2|APARTMENT SUPERIOR|APT|APARTMENT|SU-2|SUPERIOR|
APT.SU-3|APARTMENT SUPERIOR|APT|APARTMENT|SU-3|SUPERIOR|
APT.SU-4|APARTMENT SUPERIOR|APT|APARTMENT|SU-4|SUPERIOR|
APT.SU-5|APARTMENT SUPERIOR|APT|APARTMENT|SU-5|SUPERIOR|
APT.SU-6|APARTMENT SUPERIOR|APT|APARTMENT|SU-6|SUPERIOR|
APT.SU-TR|APARTMENT SUPERIOR WITH TERRACE|APT|APARTMENT|SU-TR|SUPERIOR WITH TERRACE|
APT.SU-VM|APARTMENT SUPERIOR SEA VIEW|APT|APARTMENT|SU-VM|SUPERIOR SEA VIEW|
APT.SU-VP|APARTMENT SUPERIOR POOL VIEW|APT|APARTMENT|SU-VP|SUPERIOR POOL VIEW|
APT.SU-WV|APARTMENT SUPERIOR WITH VIEWS|APT|APARTMENT|SU-WV|SUPERIOR WITH VIEWS|
APT.TR|APARTMENT WITH TERRACE|APT|APARTMENT|TR|WITH TERRACE|
APT.TR-1|APARTMENT WITH TERRACE|APT|APARTMENT|TR-1|WITH TERRACE|
APT.TR-2|APARTMENT WITH TERRACE|APT|APARTMENT|TR-2|WITH TERRACE|
APT.TR-3|APARTMENT WITH TERRACE|APT|APARTMENT|TR-3|WITH TERRACE|
APT.TR-VM|APARTMENT SEA VIEW WITH TERRACE|APT|APARTMENT|TR-VM|SEA VIEW WITH TERRACE|
APT.VG|APARTMENT GOLF VIEW|APT|APARTMENT|VG|GOLF VIEW|
APT.VG-1|APARTMENT GOLF VIEW|APT|APARTMENT|VG-1|GOLF VIEW|
APT.VG-2|APARTMENT GOLF VIEW|APT|APARTMENT|VG-2|GOLF VIEW|
APT.VL|APARTMENT LAGOON VIEW|APT|APARTMENT|VL|LAGOON VIEW|
APT.VM|APARTMENT SEA VIEW|APT|APARTMENT|VM|SEA VIEW|
APT.VM-1|APARTMENT SEA VIEW|APT|APARTMENT|VM-1|SEA VIEW|
APT.VM-2|APARTMENT SEA VIEW|APT|APARTMENT|VM-2|SEA VIEW|
APT.VM-3|APARTMENT SEA VIEW|APT|APARTMENT|VM-3|SEA VIEW|
APT.VM-4|APARTMENT SEA VIEW|APT|APARTMENT|VM-4|SEA VIEW|
APT.VM-5|APARTMENT SEA VIEW|APT|APARTMENT|VM-5|SEA VIEW|
APT.VM-6|APARTMENT SEA VIEW|APT|APARTMENT|VM-6|SEA VIEW|
APT.VM-VP|APARTMENT SEA VIEW POOL VIEW|APT|APARTMENT|VM-VP|SEA VIEW POOL VIEW|
APT.VN|APARTMENT MOUNTAIN VIEW|APT|APARTMENT|VN|MOUNTAIN VIEW|
APT.VN-1|APARTMENT MOUNTAIN VIEW|APT|APARTMENT|VN-1|MOUNTAIN VIEW|
APT.VN-2|APARTMENT MOUNTAIN VIEW|APT|APARTMENT|VN-2|MOUNTAIN VIEW|
APT.VP|APARTMENT POOL VIEW|APT|APARTMENT|VP|POOL VIEW|
APT.VP-1|APARTMENT POOL VIEW|APT|APARTMENT|VP-1|POOL VIEW|
APT.VP-2|APARTMENT POOL VIEW|APT|APARTMENT|VP-2|POOL VIEW|
APT.VP-3|APARTMENT POOL VIEW|APT|APARTMENT|VP-3|POOL VIEW|
APT.VP-4|APARTMENT POOL VIEW|APT|APARTMENT|VP-4|POOL VIEW|
APT.VP-5|APARTMENT POOL VIEW|APT|APARTMENT|VP-5|POOL VIEW|
APT.VQ|APARTMENT CANAL VIEW|APT|APARTMENT|VQ|CANAL VIEW|
APT.WV|APARTMENT WITH VIEWS|APT|APARTMENT|WV|WITH VIEWS|
APT.WV-1|APARTMENT WITH VIEWS|APT|APARTMENT|WV-1|WITH VIEWS|
APT.WV-2|APARTMENT WITH VIEWS|APT|APARTMENT|WV-2|WITH VIEWS|
APT.WV-3|APARTMENT WITH VIEWS|APT|APARTMENT|WV-3|WITH VIEWS|
APT.Z1|APARTMENT BASIC|APT|APARTMENT|Z1|BASIC|
APT.Z1-1|APARTMENT BASIC|APT|APARTMENT|Z1-1|BASIC|
BED.1B|Bed in dormitory ONE BED|BED|Bed in dormitory|1B|ONE BED|
BED.1B-1|Bed in dormitory ONE BED|BED|Bed in dormitory|1B-1|ONE BED|
BED.1W-B1|Bed in dormitory ONE BEDROOM ONE BATHROOM|BED|Bed in dormitory|1W-B1|ONE BEDROOM ONE BATHROOM|
BED.2B|Bed in dormitory TWO BEDS|BED|Bed in dormitory|2B|TWO BEDS|
BED.3B|Bed in dormitory THREE BEDS|BED|Bed in dormitory|3B|THREE BEDS|
BED.AS-1|Bed in dormitory CLASSIC|BED|Bed in dormitory|AS-1|CLASSIC|
BED.AS-2|Bed in dormitory CLASSIC|BED|Bed in dormitory|AS-2|CLASSIC|
BED.AS-3|Bed in dormitory CLASSIC|BED|Bed in dormitory|AS-3|CLASSIC|
BED.AS-4|Bed in dormitory CLASSIC|BED|Bed in dormitory|AS-4|CLASSIC|
BED.AX|Bed in dormitory ANNEX|BED|Bed in dormitory|AX|ANNEX|
BED.B1|Bed in dormitory ONE BEDROOM|BED|Bed in dormitory|B1|ONE BEDROOM|
BED.B1-1|Bed in dormitory ONE BEDROOM|BED|Bed in dormitory|B1-1|ONE BEDROOM|
BED.B1-10|Bed in dormitory ONE BEDROOM|BED|Bed in dormitory|B1-10|ONE BEDROOM|
BED.B1-2|Bed in dormitory ONE BEDROOM|BED|Bed in dormitory|B1-2|ONE BEDROOM|
BED.B1-3|Bed in dormitory ONE BEDROOM|BED|Bed in dormitory|B1-3|ONE BEDROOM|
BED.B1-C2|Bed in dormitory CAPACITY 2 ONE BEDROOM|BED|Bed in dormitory|B1-C2|CAPACITY 2 ONE BEDROOM|
